id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Arrival,Rating,Fare,Seat_Available
1800,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),20:00,13h 55m,09:55,2.5,2500.0,49 Seats available
1801,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,GANESH PRASAD TRAVELS,A/C Seater (2+2),21:00,13h 55m,10:55,2.5,2500.0,49 Seats available
1802,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,SAI BHAKTI HOLIDAYS,A/C Sleeper (2+1),15:30,16h 15m,07:45,2.2,5000.0,30 Seats available
1803,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,SAI BHAKTI HOLIDAYS,A/C Sleeper (2+1),19:15,15h 00m,10:15,2.2,5000.0,30 Seats available
1804,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Kadamba Transport Corporation Limited (KTCL) - 116186,Volvo AC Seater 2+2,18:30,13h 30m,08:00,4.0,1000.0,25 Seats available
1805,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),19:40,14h 35m,10:15,4.4,1035.0,21 Seats available
1806,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),16:25,14h 30m,06:55,4.8,1000.0,20 Seats available
1807,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Unity),A/C Sleeper (2+1),20:00,15h 05m,11:05,4.2,1000.0,28 Seats available
1808,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Travels,A/C Sleeper (2+1),19:30,14h 00m,09:30,4.3,1000.0,21 Seats available
1809,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Vailankanni Travels - Mujawar,NON A/C Sleeper (2+1),19:40,13h 20m,09:00,4.1,800.0,20 Seats available
1810,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,"National Travels,Goa",A/C Sleeper (2+1),19:30,15h 00m,10:30,4.2,1000.0,14 Seats available
1811,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),19:30,14h 40m,10:10,4.1,1000.0,31 Seats available
1812,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Zingbus Plus,VE A/C Sleeper (2+1),20:25,15h 30m,11:55,4.5,1001.0,16 Seats available
1813,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,IntrCity SmartBus,AC Sleeper (2+1),19:30,14h 10m,09:40,4.4,1000.0,13 Seats available
1814,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),14:00,15h 00m,05:00,4.2,1199.0,11 Seats available
1815,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,IntrCity SmartBus,AC Sleeper (2+1),18:30,14h 30m,09:00,4.2,1000.0,14 Seats available
1816,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,IntrCity SmartBus,AC Sleeper (2+1),21:00,14h 20m,11:20,4.2,1015.0,14 Seats available
1817,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:30,12h 40m,08:10,4.2,1000.0,15 Seats available
1818,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,14h 35m,09:35,4.0,1000.0,29 Seats available
1819,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Patil Travels,A/C Sleeper (2+1),17:00,15h 30m,08:30,4.0,1000.0,29 Seats available
1820,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Vishal),Non AC Seater (2+2),18:10,15h 10m,09:20,4.0,600.0,26 Seats available
1821,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,"National Travels,Goa",NON A/C Sleeper (2+1),18:30,13h 00m,07:30,4.0,800.0,12 Seats available
1822,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:00,14h 50m,05:50,4.0,1000.0,30 Seats available
1823,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:50,09h 10m,06:00,4.4,4510.0,1 Seat available
1824,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:00,14h 20m,11:20,4.4,4510.0,1 Seat available
1825,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,16h 35m,11:05,3.5,1000.0,20 Seats available
1826,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,14h 10m,12:41,3.3,1111.0,24 Seats available
1827,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Sai Travels - SaI Jyoti,A/C Sleeper (2+1),18:30,13h 30m,08:00,3.1,1000.0,24 Seats available
1828,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Rajdhani Travels Corporation,A/C Sleeper (2+1),18:30,11h 45m,06:15,3.0,1000.0,21 Seats available
1829,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Anand Travels,NON A/C Sleeper (2+1),19:30,13h 00m,08:30,3.4,800.0,17 Seats available
1830,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Jolly Tours and Travels,VE A/C Sleeper (2+1),18:25,12h 05m,06:30,3.9,1199.0,19 Seats available
1831,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Roshan Travels,A/C Sleeper (2+1),20:30,14h 00m,10:30,3.6,1000.0,28 Seats available
1832,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,VRL Travels,A/C Sleeper (2+1),19:30,15h 30m,11:00,3.4,1100.0,8 Seats available
1833,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Travels,Non AC Seater (2+2),18:30,14h 30m,09:00,3.0,600.0,23 Seats available
1834,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Naik Tours And Travels,NON A/C Sleeper (2+1),16:20,14h 25m,06:45,3.9,800.0,17 Seats available
1835,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),20:40,14h 20m,11:00,3.8,1000.0,23 Seats available
1836,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,14h 00m,12:30,3.8,1100.0,22 Seats available
1837,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels(M.Dev),A/C Sleeper (2+1),21:02,14h 10m,11:12,3.4,1000.0,28 Seats available
1838,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,14h 45m,07:15,3.9,1000.0,30 Seats available
1839,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Vishal),A/C Sleeper (2+1),17:30,13h 00m,06:30,3.8,1000.0,22 Seats available
1840,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,14h 35m,12:35,3.9,1000.0,29 Seats available
1841,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:30,14h 45m,06:15,3.1,1000.0,24 Seats available
1842,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Jolly Tours and Travels,A/C Seater (2+2),19:25,12h 05m,07:30,3.6,1799.0,40 Seats available
1843,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,PVS Tours and Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:30,12h 50m,09:20,3.4,4000.0,36 Seats available
1844,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Naik Tours And Travels,NON A/C Sleeper (2+1),18:20,13h 10m,07:30,2.7,800.0,23 Seats available
1845,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,AAINATH TRAVELS,A/C Sleeper (2+1),21:30,14h 40m,12:10,1.7,999.0,22 Seats available
1846,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Gujarat Travels,AC Sleeper (2+1),12:25,14h 40m,03:05,2.3,1100.0,22 Seats available
1847,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Jolly Tours and Travels,A/C Sleeper (2+1),19:25,12h 05m,07:30,2.3,1000.0,30 Seats available
1848,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Manish Sharma Travels,A/C Sleeper (2+1),21:30,13h 50m,11:20,2.4,1000.0,30 Seats available
1849,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Kokan Holidays - Muskan,NON A/C Sleeper (2+1),16:00,14h 30m,06:30,2.2,800.0,28 Seats available
1850,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,GANESH PRASAD TRAVELS,A/C Seater (2+2),18:20,13h 50m,08:10,2.5,2500.0,49 Seats available
1851,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,Roshan Travels,Benz A/C Sleeper (2+1),17:00,15h 20m,08:20,2.8,3500.0,30 Seats available
1852,Goa to Mumbai,https://www.redbus.in/bus-tickets/goa-to-mumbai,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),17:00,15h 10m,08:10,2.5,2000.0,49 Seats available
1853,Belagavi to Goa,https://www.redbus.in/bus-tickets/belagavi-to-goa,Kadamba Transport Corporation Limited (KTCL) - 6020,Non AC Seater 2+2,16:00,03h 45m,19:45,4.0,170.0,14 Seats available
1854,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Kadamba Transport Corporation Limited (KTCL) - 141293,Volvo AC Seater 2+2,19:45,12h 30m,08:15,3.8,1200.0,7 Seats available
1855,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sunrise Tours and Travels,Bharat Benz A/C Sleeper (2+1),21:50,12h 00m,09:50,4.4,1499.0,19 Seats available
1856,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,IntrCity SmartBus,AC Sleeper (2+1),21:30,13h 50m,11:20,4.0,1804.0,22 Seats available
1857,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Streamline tours and travels,A/C Sleeper (2+1),21:00,13h 00m,10:00,4.3,1900.0,16 Seats available
1858,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Nathi Holidays,A/C Sleeper (2+1),22:15,13h 15m,11:30,5.0,1499.0,16 Seats available
1859,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sunrise Tours and Travels,A/C Sleeper (2+1),20:15,12h 30m,08:45,4.1,1499.0,10 Seats available
1860,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:00,13h 15m,10:15,4.5,1999.0,6 Seats available
1861,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Rajat Travels,A/C Seater / Sleeper (2+1),21:20,13h 10m,10:30,3.3,1709.0,22 Seats available
1862,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sugama Tourist,NON A/C Sleeper (2+1),20:00,12h 15m,08:15,4.1,1500.0,4 Seats available
1863,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Butterfly Holidays,VE A/C Sleeper (2+1),21:10,12h 25m,09:35,4.5,1599.0,5 Seats available
1864,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sunrise Tours and Travels,A/C Sleeper (2+1),21:20,12h 05m,09:25,4.5,1499.0,5 Seats available
1865,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Streamline tours and travels,A/C Sleeper (2+1),22:20,12h 05m,10:25,3.9,1520.0,19 Seats available
1866,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,IntrCity SmartBus,AC Sleeper (2+1),20:30,14h 10m,10:40,3.8,1680.0,19 Seats available
1867,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,DA Transports,A/C Sleeper (2+1),20:15,11h 45m,08:00,3.6,1799.0,11 Seats available
1868,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Shanta Travels,NON A/C Sleeper (2+1),19:30,12h 50m,08:20,3.9,1710.0,12 Seats available
1869,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,AGR Travels,A/C Sleeper (2+1),22:32,09h 43m,08:15,3.8,1699.0,21 Seats available
1870,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,National travels,Bharat Benz A/C Sleeper (2+1),22:15,11h 45m,10:00,3.9,1429.0,14 Seats available
1871,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Savistara roadlines,Scania Multi-Axle AC Semi Sleeper (2+2),21:20,12h 25m,09:45,3.2,999.0,39 Seats available
1872,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Intercity travels,Bharat Benz A/C Sleeper (2+1),22:05,13h 00m,11:05,3.3,1699.0,9 Seats available
1873,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Streamline tours and travels,Bharat Benz A/C Sleeper (2+1),23:00,12h 00m,11:00,3.6,1999.0,27 Seats available
1874,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Streamline tours and travels,Bharat Benz A/C Sleeper (2+1),20:00,13h 00m,09:00,3.9,1999.0,25 Seats available
1875,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,KMBT Travels,A/C Seater / Sleeper (2+1),21:00,11h 00m,08:00,3.7,1282.0,14 Seats available
1876,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Deepika Tours And Travels,A/C Sleeper (2+1),20:30,11h 45m,08:15,3.7,1599.0,23 Seats available
1877,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,VKV Travels,A/C Sleeper (2+1),22:55,11h 05m,10:00,3.6,2290.0,19 Seats available
1878,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sea Bird Tourist,A/C Sleeper (2+1),22:30,13h 00m,11:30,3.0,1500.0,22 Seats available
1879,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,VRL Travels,NON A/C Sleeper (2+1),20:00,13h 30m,09:30,3.9,1800.0,6 Seats available
1880,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,GreenLine Travels And Holidays,A/C Sleeper (2+1),21:10,11h 50m,09:00,3.6,2499.0,5 Seats available
1881,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Limousine Tours & Travels,A/C Sleeper (2+1),20:20,13h 30m,09:50,3.9,2000.0,12 Seats available
1882,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sri Sai Logistics,A/C Sleeper (2+1),21:05,12h 25m,09:30,3.1,2500.0,22 Seats available
1883,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sam Tourist,A/C Sleeper (2+1),22:30,11h 00m,09:30,3.1,1614.0,21 Seats available
1884,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,GR Travels (RJ),A/C Sleeper (2+1),20:15,10h 55m,07:10,3.1,3999.0,34 Seats available
1885,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,SRS Travels,NON AC Seater / Sleeper 2+1,20:00,13h 30m,09:30,2.3,1199.0,11 Seats available
1886,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sea Bird Tourist,NON A/C Sleeper (2+1),20:30,14h 00m,10:30,2.8,1400.0,13 Seats available
1887,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,GOWTHAMI TOURS AND TRAVELS,Volvo Multi-Axle A/C (2+1),20:00,11h 00m,07:00,2.7,1709.0,24 Seats available
1888,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sri Tourist,A/C Sleeper (2+1),20:05,12h 25m,08:30,2.7,1599.0,20 Seats available
1889,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Anand Travels,NON A/C Sleeper (2+1),18:30,11h 00m,05:30,2.6,1435.0,8 Seats available
1890,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,VRL Travels,A/C Sleeper (2+1),21:00,13h 45m,10:45,2.7,2400.0,6 Seats available
1891,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,VRL Travels,A/C Seater / Sleeper (2+1),19:30,13h 45m,09:15,2.1,1000.0,3 Seats available
1892,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sea Bird Tourist,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:30,13h 00m,12:30,2.7,1500.0,35 Seats available
1893,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,VRL Travels,NON A/C Sleeper (2+1),20:10,13h 30m,09:40,2.2,1800.0,19 Seats available
1894,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,GOWTHAMI TOURS AND TRAVELS,Volvo Multi Axle B9R A/C Sleeper (2+1),21:25,11h 35m,09:00,2.7,2850.0,36 Seats available
1895,Bangalore to Goa,https://www.redbus.in/bus-tickets/bangalore-to-goa,Sugama Tourist,NON A/C Sleeper (2+1),20:00,11h 45m,07:45,2.5,1500.0,4 Seats available
1896,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Kadamba Transport Corporation Limited (KTCL) - 5633,Volvo AC Seater 2+2,18:30,14h 00m,08:30,3.6,800.0,30 Seats available
1897,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,IntrCity SmartBus,AC Sleeper (2+1),18:00,13h 50m,07:50,4.4,799.0,18 Seats available
1898,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sunrise Tours and Travels,A/C Sleeper (2+1),18:30,12h 40m,07:10,4.4,999.0,11 Seats available
1899,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,AdStreamline tours and travels,A/C Sleeper (2+1),18:00,12h 30m,06:30,4.3,1000.0,17 Seats available
1900,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Intercity travels,Bharat Benz A/C Sleeper (2+1),18:00,13h 15m,07:15,4.5,999.0,16 Seats available
1901,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Jolly Tours and Travels,A/C Sleeper (2+1),17:00,14h 10m,07:10,4.3,949.0,19 Seats available
1902,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sunrise Tours and Travels,A/C Sleeper (2+1),18:00,12h 05m,06:05,4.5,999.0,21 Seats available
1903,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,IntrCity SmartBus,AC Sleeper (2+1),17:00,13h 40m,06:40,4.4,799.0,19 Seats available
1904,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Intercity travels,Bharat Benz A/C Sleeper (2+1),17:15,13h 15m,06:30,4.7,999.0,15 Seats available
1905,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sri Tourist,A/C Sleeper (2+1),17:30,13h 20m,06:50,3.6,999.0,36 Seats available
1906,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Streamline tours and travels,A/C Sleeper (2+1),19:00,12h 30m,07:30,3.9,900.0,26 Seats available
1907,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,VRL Travels,NON A/C Sleeper (2+1),18:00,14h 00m,08:00,3.9,800.0,9 Seats available
1908,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,National travels,Bharat Benz A/C Sleeper (2+1),19:45,12h 00m,07:45,3.3,1100.0,27 Seats available
1909,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Limousine Tours & Travels,A/C Sleeper (2+1),17:30,13h 00m,06:30,3.7,999.0,19 Seats available
1910,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,VKV Travels,A/C Sleeper (2+1),13:00,12h 05m,01:05,3.9,1040.0,20 Seats available
1911,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Rajat Travels,A/C Seater / Sleeper (2+1),18:00,12h 35m,06:35,2.9,540.0,25 Seats available
1912,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Streamline tours and travels,A/C Sleeper (2+1),17:00,12h 30m,05:30,3.2,999.0,26 Seats available
1913,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,PVS Tours and Travels,A/C Sleeper (2+1),20:15,14h 00m,10:15,3.4,3000.0,32 Seats available
1914,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,PSR Travels Goa,A/C Seater / Sleeper (2+1),20:05,11h 25m,07:30,3.5,3199.0,40 Seats available
1915,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sugama Tourist,NON A/C Sleeper (2+1),18:30,12h 45m,07:15,3.2,900.0,15 Seats available
1916,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,GR Travels (RJ),A/C Sleeper (2+1),18:00,11h 20m,05:20,3.1,3999.0,34 Seats available
1917,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,VRL Travels,A/C Sleeper (2+1),20:00,14h 00m,10:00,2.8,900.0,13 Seats available
1918,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sea Bird Tourist,NON A/C Sleeper (2+1),18:30,14h 00m,08:30,2.5,700.0,27 Seats available
1919,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Anand Travels,NON A/C Sleeper (2+1),18:30,12h 15m,06:45,2.8,722.0,20 Seats available
1920,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sea Bird Tourist,A/C Sleeper (2+1),20:30,13h 00m,09:30,2.9,1000.0,28 Seats available
1921,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,National travels,Bharat Benz A/C Sleeper (2+1),16:00,15h 30m,07:30,1.2,950.0,26 Seats available
1922,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,VRL Travels,A/C Seater / Sleeper (2+1),19:00,14h 00m,09:00,2.7,800.0,35 Seats available
1923,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sea Bird Tourist,A/C Sleeper (2+1),17:00,14h 00m,07:00,2.4,900.0,25 Seats available
1924,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sea Bird Tourist,NON A/C Sleeper (2+1),17:30,14h 00m,07:30,2.9,700.0,28 Seats available
1925,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,SRS Travels,NON AC Seater / Sleeper 2+1,18:00,13h 30m,07:30,2.6,799.0,31 Seats available
1926,Goa to Bangalore,https://www.redbus.in/bus-tickets/goa-to-bangalore,Sugama Tourist,NON A/C Sleeper (2+1),17:30,13h 48m,07:18,2.5,900.0,15 Seats available
1927,Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,Kadamba Transport Corporation Limited (KTCL) - 61005,Non AC Seater 2+2,21:15,12h 45m,10:00,3.2,735.0,34 Seats available
1928,Pandharpur to Goa,https://www.redbus.in/bus-tickets/pandharpur-to-goa,New Shivbaba Tours And Travels,AC Sleeper (2+1),19:45,10h 15m,06:00,2.5,1139.0,24 Seats available
1929,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,National travels,Bharat Benz A/C Sleeper (2+1),16:00,06h 15m,22:15,3.3,950.0,26 Seats available
1930,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,VRL Travels,A/C Sleeper (2+1),16:30,04h 40m,21:10,3.4,1100.0,34 Seats available
1931,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Shirdi Xpress,A/C Sleeper (2+1),17:00,04h 30m,21:30,3.3,710.0,26 Seats available
1932,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,PSR Travels Goa,A/C Sleeper (2+1),17:01,05h 29m,22:30,3.5,849.0,28 Seats available
1933,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Rajat Travels,A/C Seater / Sleeper (2+1),18:00,04h 30m,22:30,3.2,450.0,27 Seats available
1934,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,PVS Tours and Travels,A/C Sleeper (2+1),19:00,03h 45m,22:45,3.4,800.0,25 Seats available
1935,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,PVS Tours and Travels,A/C Sleeper (2+1),19:00,04h 00m,23:00,3.4,800.0,24 Seats available
1936,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Orange Tours And Travels,A/C Sleeper (2+1),17:30,04h 30m,22:00,2.9,1000.0,36 Seats available
1937,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,PVS Tours and Travels,A/C Sleeper (2+1),17:30,03h 45m,21:15,2.4,800.0,24 Seats available
1938,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,Humsafar Travels,Bharat Benz A/C Sleeper (2+1),19:00,04h 15m,23:15,2.9,1550.0,13 Seats available
1939,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,S R Travels,NON A/C Sleeper (2+1),20:00,03h 59m,23:59,1.2,800.0,11 Seats available
1940,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,S R Travels,A/C Seater/Sleeper (2+1),20:30,05h 30m,02:00,2.0,700.0,34 Seats available
1941,Goa to Belagavi,https://www.redbus.in/bus-tickets/goa-to-belagavi,PSR Travels Goa,A/C Sleeper (2+1),17:01,05h 29m,22:30,3.5,3000.0,36 Seats available
1942,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Kadamba Transport Corporation Limited (KTCL) - 6032,Non AC Seater 2+2,18:00,08h 30m,02:30,3.7,450.0,21 Seats available
1943,Goa to Kolhapur(Maharashtra),https://www.redbus.in/bus-tickets/goa-to-kolhapur-maharashtra,Kadamba Transport Corporation Limited (KTCL) - 60996,Non AC Seater 2+2,19:00,07h 30m,02:30,3.0,420.0,23 Seats available
