id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Arrival,Rating,Fare,Seat_Available
1,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 170878,Bharat Benz A/C Seater (2+2),10:35,04h 40m,15:15,4.4,298.0,5 Seats available
2,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 177482,Tata A/C Seater (2+2),14:00,05h 00m,19:00,2.3,298.0,10 Seats available
3,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 139847,Volvo AC Seater 2+2,16:15,04h 15m,20:30,4.1,298.0,4 Seats available
4,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),10:30,05h 15m,15:45,3.8,450.0,30 Seats available
5,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:30,04h 45m,16:15,4.4,397.08,9 Seats available
6,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),11:30,05h 15m,16:45,4.1,450.0,23 Seats available
7,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:00,04h 00m,17:00,4.5,397.08,4 Seats available
8,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Laxmi Travels,A/C Seater (2+1),13:15,05h 00m,18:15,4.3,450.0,18 Seats available
9,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),15:00,04h 15m,19:15,4.2,350.0,19 Seats available
10,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Chartered Bus - ASTC,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),15:30,03h 45m,19:15,4.4,399.34,7 Seats available
11,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:15,05h 45m,03:00,3.4,450.0,26 Seats available
12,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:45,05h 30m,03:15,3.6,450.0,10 Seats available
13,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,DESTINY TRAVELS,NON A/C Seater (2+1),23:00,05h 15m,04:15,2.3,488.78,25 Seats available
14,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Himalayan Travels,NON AC Seater / Sleeper 2+1,23:40,04h 20m,04:00,1.7,500.0,29 Seats available
15,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,DESTINY TRAVELS,NON A/C Seater (2+1),22:15,0-19h 0-30m,03:45,2.3,445.0,23 Seats available
16,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,KIRAN TRAVELS,A/C Seater (2+1),13:15,02h 45m,16:00,3.8,550.0,23 Seats available
17,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Shopuris Travels,Non AC Seater (2+1),21:15,05h 45m,03:00,0.0,600.0,26 Seats available
18,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Shopuris Travels,Non AC Seater (2+1),23:15,05h 05m,04:20,0.0,600.0,31 Seats available
19,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,04h 30m,15:00,3.7,298.0,12 Seats available
20,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Assam State Transport Corporation (ASTC) - 139720,Volvo AC Seater 2+2,13:45,04h 15m,18:00,3.4,298.0,22 Seats available
21,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,04h 55m,15:25,3.1,347.0,26 Seats available
22,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahi Travels(Under ASTC),A/C Seater (2+2),10:50,04h 10m,15:00,4.1,357.0,18 Seats available
23,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Upasana Travels (Under ASTC),Non AC Seater (2+2),11:00,04h 00m,15:00,3.2,290.0,19 Seats available
24,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Orient Transline,A/C Seater (2+1),11:30,04h 20m,15:50,4.3,380.95,8 Seats available
25,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Orient Transline,A/C Seater (2+1),13:00,04h 10m,17:10,4.2,380.95,20 Seats available
26,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,03h 35m,17:50,4.3,377.0,27 Seats available
27,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON AC Seater/ Sleeper (2+1),18:45,04h 15m,23:00,3.5,450.0,28 Seats available
28,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahalaxmi Travels,A/C Seater (2+2),14:35,03h 40m,18:15,3.5,310.0,39 Seats available
29,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:00,03h 40m,18:40,4.4,360.0,26 Seats available
30,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:35,03h 40m,19:15,4.0,360.0,31 Seats available
31,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,04h 30m,01:00,3.5,450.0,22 Seats available
32,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),16:15,03h 25m,19:40,4.1,360.0,27 Seats available
33,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Kalpana Travels,AC Seater (2+2),16:50,03h 25m,20:15,4.5,370.0,29 Seats available
34,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,A/C Seater / Sleeper (2+1),20:00,05h 30m,01:30,3.3,450.0,26 Seats available
35,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON A/C Seater/ Sleeper (2+1),19:30,05h 00m,00:30,3.3,495.0,36 Seats available
36,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,05h 45m,02:30,3.0,500.0,30 Seats available
37,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Non AC Seater (2+1),21:15,04h 30m,01:45,3.0,450.0,34 Seats available
38,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Non AC Seater (2+1),21:45,04h 15m,02:00,3.0,450.0,27 Seats available
39,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,NETWORK TRAVELS,NON A/C Seater Push Back (2+2),10:30,05h 45m,16:15,1.7,250.0,10 Seats available
40,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON A/C Seater (2+1),18:00,05h 30m,23:30,2.9,450.0,17 Seats available
41,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Upasana Travels (Under ASTC),A/C Seater (2+2),11:30,04h 30m,16:00,2.4,300.0,21 Seats available
42,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,KIRAN TRAVELS,A/C Seater (2+1),20:40,03h 50m,00:30,2.1,540.0,22 Seats available
43,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Brindaban Travels,Non AC Seater (2+2),17:15,04h 00m,21:15,1.6,300.0,35 Seats available
44,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Puja (Kaybom),A/C Seater Push Back (2+2),17:30,03h 30m,21:00,2.8,314.0,40 Seats available
45,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,05h 15m,01:15,2.8,450.0,25 Seats available
46,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Zainab Travels (Under ASTC),A/C Seater (2+1),20:30,05h 00m,01:30,3.5,800.0,20 Seats available
47,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,05h 00m,02:30,2.5,600.0,24 Seats available
48,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Mahalaxmi Travels,A/C Seater (2+2),10:55,02h 35m,13:30,3.8,290.0,29 Seats available
49,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Baikuntha Transport Service,Bharat Benz A/C Seater (2+1),14:00,03h 00m,17:00,3.5,400.0,26 Seats available
50,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,02h 30m,17:00,4.4,283.63,4 Seats available
51,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Ortive Travels,Bharat Benz A/C Seater (2+1),14:45,02h 15m,17:00,3.5,400.0,26 Seats available
52,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nishigandha(Divya Tours & Travels),A/C Seater (2+1),15:15,02h 35m,17:50,4.6,380.0,23 Seats available
53,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,SHIVAM TRAVELS,NON A/C Seater (2+2),16:45,02h 30m,19:15,4.4,300.0,19 Seats available
54,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Chartered Bus - ASTC,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:00,02h 15m,19:15,1.9,340.35,7 Seats available
55,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Pranjit Travels (Under ASTC),Non AC Seater (2+1),13:00,02h 45m,15:45,1.5,300.0,34 Seats available
56,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kareng Travels,Non AC Seater (2+1),14:15,02h 30m,16:45,3.2,300.0,1 Seat available
57,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Christina Travels,NON A/C Seater (2+2),16:00,02h 20m,18:20,0.0,650.0,39 Seats available
58,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,02h 30m,13:00,4.1,191.0,12 Seats available
59,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146146,Bharat Benz A/C Seater (2+2),13:00,03h 00m,16:00,4.2,191.0,21 Seats available
60,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146079,Bharat Benz A/C Seater (2+2),15:00,03h 00m,18:00,3.7,191.0,26 Seats available
61,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,03h 20m,13:50,3.5,322.0,31 Seats available
62,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),A/C Seater (2+2),10:50,02h 40m,13:30,3.3,360.0,18 Seats available
63,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),11:30,02h 55m,14:25,4.6,333.33,21 Seats available
64,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,NON A/C Seater Push Back (2+2),11:45,03h 00m,14:45,3.7,280.0,6 Seats available
65,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Anindita Travels,NON A/C Seater (2+1),12:30,03h 15m,15:45,4.1,500.0,37 Seats available
66,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),13:00,02h 45m,15:45,3.8,333.33,21 Seats available
67,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,02h 00m,16:15,3.7,374.0,27 Seats available
68,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Mahalaxmi Travels,A/C Seater (2+2),14:35,02h 00m,16:35,4.6,250.0,40 Seats available
69,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Nishigandha(Divya Tours & Travels),A/C Seater (2+1),21:15,02h 35m,23:50,0.0,550.0,29 Seats available
70,Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),10:45,04h 00m,14:45,1.0,162.0,33 Seats available
71,Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater Push Back (2+2),11:15,04h 20m,15:35,1.0,162.0,41 Seats available
72,Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),12:00,04h 20m,16:20,1.0,162.0,33 Seats available
73,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,07h 30m,03:30,3.3,350.0,38 Seats available
74,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),11:15,07h 30m,18:45,1.5,300.0,41 Seats available
75,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Rizwan Travels,Non AC Seater (2+2),12:15,07h 00m,19:15,2.2,300.0,45 Seats available
76,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Rizwan Travels,Non AC Seater (2+2),12:30,07h 30m,20:00,2.2,300.0,45 Seats available
77,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),13:15,07h 15m,20:30,2.1,300.0,41 Seats available
78,Sibsagar (Assam) to North Lakhimpur,https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur,Sylvan DEE Transport,Non AC Seater (2+1),17:30,12h 30m,06:00,3.4,660.0,4 Seats available
79,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Assam State Transport Corporation (ASTC) - 150574,Bharat Benz A/C Seater (2+2),12:00,07h 00m,19:00,3.8,410.0,35 Seats available
80,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Assam State Transport Corporation (ASTC) - 178292,Bharat Benz A/C Seater (2+2),13:00,06h 00m,19:00,3.6,410.0,33 Seats available
81,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Rizwan Travels,A/C Seater (2+2),13:30,07h 00m,20:30,2.0,360.0,30 Seats available
82,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,SREE CHAITANYA,Non AC Seater (2+2),17:30,05h 30m,23:00,0.0,300.0,43 Seats available
83,Jorhat to North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Sylvan DEE Transport,Non AC Seater (2+1),19:30,10h 30m,06:00,2.7,560.0,4 Seats available
84,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Aniruddha Travels,AC Seater (2+2),11:45,04h 30m,16:15,3.7,500.0,14 Seats available
85,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Aroti Travels (Under ASTC),Non AC Seater (2+2),12:20,04h 00m,16:20,3.2,275.0,34 Seats available
86,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,MADHURIKA TRAVELS,A/C Seater (2+1),12:45,04h 15m,17:00,3.7,550.0,21 Seats available
87,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,03h 45m,17:15,4.9,594.48,15 Seats available
88,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),13:30,03h 30m,17:00,3.4,450.0,20 Seats available
89,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Bashudev Transline (Under ASTC),A/C Seater (2+1),14:10,03h 50m,18:00,4.6,550.0,16 Seats available
90,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,NETWORK TRAVELS,A/C Seater Push Back (2+1),12:15,03h 45m,16:00,2.9,400.0,28 Seats available
91,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Atlanta Travels,Volvo A/C Seater (2+2),12:45,03h 30m,16:15,0.0,495.0,33 Seats available
92,North Lakhimpur to Jorhat,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,Priyanka,Non AC Seater (2+1),17:30,11h 30m,05:00,3.7,600.0,28 Seats available
93,Dhemaji to Jorhat,https://www.redbus.in/bus-tickets/dhemaji-to-jorhat,Assam State Transport Corporation (ASTC) - 152652,Bharat Benz A/C Seater (2+2),07:45,05h 15m,13:00,4.5,298.0,15 Seats available
94,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aniruddha Travels,AC Seater (2+2),11:45,05h 45m,17:30,3.7,500.0,15 Seats available
95,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aroti Travels (Under ASTC),Non AC Seater (2+2),12:20,05h 30m,17:50,3.6,360.0,34 Seats available
96,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,05h 00m,18:30,4.5,648.93,15 Seats available
97,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Pooja Travels,NON A/C Seater (2+1),22:30,05h 30m,04:00,3.3,550.0,25 Seats available
98,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Atlanta Travels,Volvo A/C Seater (2+2),12:45,05h 30m,18:15,1.8,540.0,33 Seats available
99,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,MADHURIKA TRAVELS,A/C Seater (2+1),12:45,05h 15m,18:00,0.0,600.0,20 Seats available
100,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,08h 30m,04:00,3.7,570.0,32 Seats available
101,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,08h 30m,04:30,3.3,585.0,4 Seats available
102,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,07h 30m,05:00,4.5,600.0,29 Seats available
103,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Puja Transport,Non AC Seater (2+2),20:00,09h 00m,05:00,2.9,540.0,24 Seats available
104,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,J.S. Travels,Non AC Seater (2+1),20:30,07h 30m,04:00,2.5,550.0,32 Seats available
105,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,08h 45m,07:00,1.9,543.0,30 Seats available
106,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Neha Travels,NON A/C Seater (2+2),22:10,05h 50m,04:00,2.0,666.0,9 Seats available
107,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,06h 00m,23:00,3.8,450.0,43 Seats available
108,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Pooja Travels,NON A/C Seater (2+1),17:30,05h 00m,22:30,3.3,550.0,22 Seats available
109,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,05h 45m,00:15,3.0,602.0,24 Seats available
110,Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,05h 30m,00:30,4.8,500.0,33 Seats available
111,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Basudev Transline,A/C Seater (2+2),15:15,04h 25m,19:40,3.7,299.0,25 Seats available
112,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,03h 40m,22:55,3.8,500.0,38 Seats available
113,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,03h 45m,23:15,3.1,400.0,35 Seats available
114,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,04h 20m,00:15,3.9,585.0,25 Seats available
115,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Maa Laxmi,NON A/C Seater Push Back (2+1),17:00,04h 30m,21:30,2.8,350.0,20 Seats available
116,Dibrugarh to Jorhat,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Murugan RC Travels,NON A/C Seater (2+1),18:55,28h 05m,23:00,2.5,543.0,34 Seats available
117,North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,06h 00m,03:00,3.7,400.0,36 Seats available
118,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Mahi Travels(Under ASTC),A/C Seater (2+2),10:50,05h 40m,16:30,4.1,467.0,18 Seats available
119,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Orient Transline,A/C Seater (2+1),11:30,05h 40m,17:10,4.4,476.19,8 Seats available
120,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Orient Transline,A/C Seater (2+1),13:00,06h 10m,19:10,4.2,476.19,20 Seats available
121,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,05h 05m,19:20,4.5,477.0,21 Seats available
122,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Mahalaxmi Travels,A/C Seater (2+2),14:35,05h 25m,20:00,4.4,410.0,39 Seats available
123,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,NON A/C Seater (2+1),18:00,07h 30m,01:30,3.2,495.0,23 Seats available
124,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,NON AC Seater/ Sleeper (2+1),18:45,05h 15m,00:00,4.2,495.0,28 Seats available
125,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,06h 45m,02:00,3.4,500.0,41 Seats available
126,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,NON A/C Seater/ Sleeper (2+1),19:30,05h 40m,01:10,4.8,495.0,35 Seats available
127,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,06h 00m,02:00,3.2,550.0,31 Seats available
128,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),19:35,06h 25m,02:00,3.8,500.0,26 Seats available
129,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,A/C Seater / Sleeper (2+1),20:00,07h 15m,03:15,4.0,585.0,39 Seats available
130,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Laxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,04h 45m,01:00,3.1,450.0,35 Seats available
131,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:30,05h 45m,02:15,4.3,495.0,32 Seats available
132,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,06h 45m,03:30,4.2,550.0,40 Seats available
133,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Maharathi Travels(UNDER ASTC),NON A/C Seater (2+1),20:55,05h 50m,02:45,4.1,375.0,34 Seats available
134,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Pranjit Travels (Under ASTC),Non AC Seater (2+1),21:15,06h 15m,03:30,4.3,500.0,34 Seats available
135,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,MAHARATHI TRANSPORT,NON A/C Semi Sleeper (2+1),21:15,05h 30m,02:45,4.4,425.0,20 Seats available
136,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,06h 15m,03:45,3.9,600.0,24 Seats available
